new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,performance
1,2,1,1,0,1,1,1,1,1,119.578
2,2,1,1,0,1,1,1,1,1,63.2
3,2,1,1,0,1,1,1,1,1,43.916
4,3,1,1,0,1,1,1,1,1,43.278
1,3,1,1,0,1,1,1,1,1,159.55
2,3,1,1,0,1,1,1,1,1,84.846
3,3,1,1,0,1,1,1,1,1,59.118
4,1,2,1,0,1,1,1,1,1,25.182
1,1,2,1,0,1,1,1,1,1,89.374
2,1,2,1,0,1,1,1,1,1,47.556
3,1,2,1,0,1,1,1,1,1,32.544
4,2,2,1,0,1,1,1,1,1,32.254
1,2,2,1,0,1,1,1,1,1,119.808
2,2,2,1,0,1,1,1,1,1,63.176
3,2,2,1,0,1,1,1,1,1,43.758
4,3,2,1,0,1,1,1,1,1,43.22
1,3,2,1,0,1,1,1,1,1,159.64
2,3,2,1,0,1,1,1,1,1,84.948
3,3,2,1,0,1,1,1,1,1,59.254
4,1,3,1,0,1,1,1,1,1,24.574
1,1,3,1,0,1,1,1,1,1,89.736
2,1,3,1,0,1,1,1,1,1,47.492
3,1,3,1,0,1,1,1,1,1,32.29
4,2,3,1,0,1,1,1,1,1,32.276
1,2,3,1,0,1,1,1,1,1,119.64
2,2,3,1,0,1,1,1,1,1,63.276
3,2,3,1,0,1,1,1,1,1,43.934
4,3,3,1,0,1,1,1,1,1,43.168
1,3,3,1,0,1,1,1,1,1,159.606
2,3,3,1,0,1,1,1,1,1,84.858
3,3,3,1,0,1,1,1,1,1,59.254
4,1,1,1,0,1,1,1,1,0,23.724
1,1,1,1,0,1,1,1,1,0,89.17
2,1,1,1,0,1,1,1,1,0,46.894
3,1,1,1,0,1,1,1,1,0,32.082
4,2,1,1,0,1,1,1,1,0,32.09
1,2,1,1,0,1,1,1,1,0,118.986
2,2,1,1,0,1,1,1,1,0,63.11
3,2,1,1,0,1,1,1,1,0,44.13
4,3,1,1,0,1,1,1,1,0,43.126
1,3,1,1,0,1,1,1,1,0,159.008
2,3,1,1,0,1,1,1,1,0,84.682
3,3,1,1,0,1,1,1,1,0,59.552
4,1,2,1,0,1,1,1,1,0,24.108
1,1,2,1,0,1,1,1,1,0,88.966
2,1,2,1,0,1,1,1,1,0,47.29
3,1,2,1,0,1,1,1,1,0,32.154
4,2,2,1,0,1,1,1,1,0,31.878
1,2,2,1,0,1,1,1,1,0,119.08
2,2,2,1,0,1,1,1,1,0,62.966
3,2,2,1,0,1,1,1,1,0,43.746
4,3,2,1,0,1,1,1,1,0,43.018
1,3,2,1,0,1,1,1,1,0,158.678
2,3,2,1,0,1,1,1,1,0,84.89
3,3,2,1,0,1,1,1,1,0,59.422
4,1,3,1,0,1,1,1,1,0,24.49
1,1,3,1,0,1,1,1,1,0,89.06
2,1,3,1,0,1,1,1,1,0,47.084
3,1,3,1,0,1,1,1,1,0,32.116
4,2,3,1,0,1,1,1,1,0,32.054
1,2,3,1,0,1,1,1,1,0,118.872
2,2,3,1,0,1,1,1,1,0,63.122
3,2,3,1,0,1,1,1,1,0,43.968
4,3,3,1,0,1,1,1,1,0,42.986
1,3,3,1,0,1,1,1,1,0,158.828
2,3,3,1,0,1,1,1,1,0,84.698
3,3,3,1,0,1,1,1,1,0,59.394
4,1,1,1,0,1,1,1,0,1,24.092
1,1,1,1,0,1,1,1,0,1,89.394
2,1,1,1,0,1,1,1,0,1,47.396
3,1,1,1,0,1,1,1,0,1,32.242
4,2,1,1,0,1,1,1,0,1,36.71
1,2,1,1,0,1,1,1,0,1,134.874
2,2,1,1,0,1,1,1,0,1,71.774
3,2,1,1,0,1,1,1,0,1,51.058
4,3,1,1,0,1,1,1,0,1,50.664
1,3,1,1,0,1,1,1,0,1,186.28
2,3,1,1,0,1,1,1,0,1,99.608
3,3,1,1,0,1,1,1,0,1,71.736
4,1,2,1,0,1,1,1,0,1,23.932
1,1,2,1,0,1,1,1,0,1,89.358
2,1,2,1,0,1,1,1,0,1,47.66
3,1,2,1,0,1,1,1,0,1,32.136
4,2,2,1,0,1,1,1,0,1,36.598
1,2,2,1,0,1,1,1,0,1,134.872
2,2,2,1,0,1,1,1,0,1,71.738
3,2,2,1,0,1,1,1,0,1,50.784
4,3,2,1,0,1,1,1,0,1,50.748
1,3,2,1,0,1,1,1,0,1,186.254
2,3,2,1,0,1,1,1,0,1,99.992
3,3,2,1,0,1,1,1,0,1,71.926
4,1,3,1,0,1,1,1,0,1,23.916
1,1,3,1,0,1,1,1,0,1,89.566
2,1,3,1,0,1,1,1,0,1,47.506
3,1,3,1,0,1,1,1,0,1,32.162
4,2,3,1,0,1,1,1,0,1,36.864
1,2,3,1,0,1,1,1,0,1,134.842
2,2,3,1,0,1,1,1,0,1,71.572
3,2,3,1,0,1,1,1,0,1,51.372
4,3,3,1,0,1,1,1,0,1,50.912
1,3,3,1,0,1,1,1,0,1,186.39
2,3,3,1,0,1,1,1,0,1,99.82
3,3,3,1,0,1,1,1,0,1,71.806
4,1,1,1,0,1,1,1,0,0,23.824
1,1,1,1,0,1,1,1,0,0,88.856
2,1,1,1,0,1,1,1,0,0,46.852
3,1,1,1,0,1,1,1,0,0,32.182
4,2,1,1,0,1,1,1,0,0,36.338
1,2,1,1,0,1,1,1,0,0,133.818
2,2,1,1,0,1,1,1,0,0,71.572
3,2,1,1,0,1,1,1,0,0,51.016
4,3,1,1,0,1,1,1,0,0,50.78
1,3,1,1,0,1,1,1,0,0,185.524
2,3,1,1,0,1,1,1,0,0,99.848
3,3,1,1,0,1,1,1,0,0,71.706
4,1,2,1,0,1,1,1,0,0,23.858
1,1,2,1,0,1,1,1,0,0,88.866
2,1,2,1,0,1,1,1,0,0,47.05
3,1,2,1,0,1,1,1,0,0,31.848
4,2,2,1,0,1,1,1,0,0,36.488
1,2,2,1,0,1,1,1,0,0,133.926
2,2,2,1,0,1,1,1,0,0,71.32
3,2,2,1,0,1,1,1,0,0,51.16
4,3,2,1,0,1,1,1,0,0,50.568
1,3,2,1,0,1,1,1,0,0,185.546
2,3,2,1,0,1,1,1,0,0,99.708
3,3,2,1,0,1,1,1,0,0,71.788
4,1,3,1,0,1,1,1,0,0,23.672
1,1,3,1,0,1,1,1,0,0,88.836
2,1,3,1,0,1,1,1,0,0,47.042
3,1,3,1,0,1,1,1,0,0,31.88
4,2,3,1,0,1,1,1,0,0,36.124
1,2,3,1,0,1,1,1,0,0,133.926
2,2,3,1,0,1,1,1,0,0,71.35
3,2,3,1,0,1,1,1,0,0,51.006
4,3,3,1,0,1,1,1,0,0,50.714
1,3,3,1,0,1,1,1,0,0,185.71
2,3,3,1,0,1,1,1,0,0,99.7
3,3,3,1,0,1,1,1,0,0,71.682
4,1,1,1,0,1,1,0,1,1,22.522
1,1,1,1,0,1,1,0,1,1,81.772
2,1,1,1,0,1,1,0,1,1,43.84
3,1,1,1,0,1,1,0,1,1,29.93
4,2,1,1,0,1,1,0,1,1,30.44
1,2,1,1,0,1,1,0,1,1,111.892
2,2,1,1,0,1,1,0,1,1,59.736
3,2,1,1,0,1,1,0,1,1,41.47
4,3,1,1,0,1,1,0,1,1,41.408
1,3,1,1,0,1,1,0,1,1,151.222
2,3,1,1,0,1,1,0,1,1,80.848
3,3,1,1,0,1,1,0,1,1,56.51
4,1,2,1,0,1,1,0,1,1,23.338
1,1,2,1,0,1,1,0,1,1,82.224
2,1,2,1,0,1,1,0,1,1,44.094
3,1,2,1,0,1,1,0,1,1,30.368
4,2,2,1,0,1,1,0,1,1,31.276
1,2,2,1,0,1,1,0,1,1,112.362
2,2,2,1,0,1,1,0,1,1,59.97
3,2,2,1,0,1,1,0,1,1,41.978
4,3,2,1,0,1,1,0,1,1,41.794
1,3,2,1,0,1,1,0,1,1,151.802
2,3,2,1,0,1,1,0,1,1,81.36
3,3,2,1,0,1,1,0,1,1,57.08
4,1,3,1,0,1,1,0,1,1,23.762
1,1,3,1,0,1,1,0,1,1,82.786
2,1,3,1,0,1,1,0,1,1,44.476
3,1,3,1,0,1,1,0,1,1,30.954
4,2,3,1,0,1,1,0,1,1,31.706
1,2,3,1,0,1,1,0,1,1,113.098
2,2,3,1,0,1,1,0,1,1,60.37
3,2,3,1,0,1,1,0,1,1,42.322
4,3,3,1,0,1,1,0,1,1,42.452
1,3,3,1,0,1,1,0,1,1,152.176
2,3,3,1,0,1,1,0,1,1,81.854
3,3,3,1,0,1,1,0,1,1,57.38
4,1,1,1,0,1,1,0,1,0,22.396
1,1,1,1,0,1,1,0,1,0,81.566
2,1,1,1,0,1,1,0,1,0,43.44
3,1,1,1,0,1,1,0,1,0,29.768
4,2,1,1,0,1,1,0,1,0,30.506
1,2,1,1,0,1,1,0,1,0,111.708
2,2,1,1,0,1,1,0,1,0,59.592
3,2,1,1,0,1,1,0,1,0,41.704
4,3,1,1,0,1,1,0,1,0,41.228
1,3,1,1,0,1,1,0,1,0,150.756
2,3,1,1,0,1,1,0,1,0,80.994
3,3,1,1,0,1,1,0,1,0,56.712
4,1,2,1,0,1,1,0,1,0,23.338
1,1,2,1,0,1,1,0,1,0,82.328
2,1,2,1,0,1,1,0,1,0,43.96
3,1,2,1,0,1,1,0,1,0,30.64
4,2,2,1,0,1,1,0,1,0,30.974
1,2,2,1,0,1,1,0,1,0,112.49
2,2,2,1,0,1,1,0,1,0,60.142
3,2,2,1,0,1,1,0,1,0,41.992
4,3,2,1,0,1,1,0,1,0,41.782
1,3,2,1,0,1,1,0,1,0,151.24
2,3,2,1,0,1,1,0,1,0,81.296
3,3,2,1,0,1,1,0,1,0,57.232
4,1,3,1,0,1,1,0,1,0,24.142
1,1,3,1,0,1,1,0,1,0,82.764
2,1,3,1,0,1,1,0,1,0,44.588
3,1,3,1,0,1,1,0,1,0,31.342
4,2,3,1,0,1,1,0,1,0,31.842
1,2,3,1,0,1,1,0,1,0,112.784
2,2,3,1,0,1,1,0,1,0,60.528
3,2,3,1,0,1,1,0,1,0,42.782
4,3,3,1,0,1,1,0,1,0,42.596
1,3,3,1,0,1,1,0,1,0,151.834
2,3,3,1,0,1,1,0,1,0,81.794
3,3,3,1,0,1,1,0,1,0,57.88
4,1,1,1,0,1,1,0,0,1,22.496
1,1,1,1,0,1,1,0,0,1,81.904
2,1,1,1,0,1,1,0,0,1,43.496
3,1,1,1,0,1,1,0,0,1,29.714
4,2,1,1,0,1,1,0,0,1,34.118
1,2,1,1,0,1,1,0,0,1,124.226
2,2,1,1,0,1,1,0,0,1,66.262
3,2,1,1,0,1,1,0,0,1,47.146
4,3,1,1,0,1,1,0,0,1,47.374
1,3,1,1,0,1,1,0,0,1,172.726
2,3,1,1,0,1,1,0,0,1,92.83
3,3,1,1,0,1,1,0,0,1,66.864
4,1,2,1,0,1,1,0,0,1,22.998
1,1,2,1,0,1,1,0,0,1,82.35
2,1,2,1,0,1,1,0,0,1,43.914
3,1,2,1,0,1,1,0,0,1,30.452
4,2,2,1,0,1,1,0,0,1,34.536
1,2,2,1,0,1,1,0,0,1,125.044
2,2,2,1,0,1,1,0,0,1,66.914
3,2,2,1,0,1,1,0,0,1,47.934
4,3,2,1,0,1,1,0,0,1,48.032
1,3,2,1,0,1,1,0,0,1,173.328
2,3,2,1,0,1,1,0,0,1,93.188
3,3,2,1,0,1,1,0,0,1,66.962
4,1,3,1,0,1,1,0,0,1,23.896
1,1,3,1,0,1,1,0,0,1,82.738
2,1,3,1,0,1,1,0,0,1,44.472
3,1,3,1,0,1,1,0,0,1,30.912
4,2,3,1,0,1,1,0,0,1,35.498
1,2,3,1,0,1,1,0,0,1,125.33
2,2,3,1,0,1,1,0,0,1,67.2
3,2,3,1,0,1,1,0,0,1,48.156
4,3,3,1,0,1,1,0,0,1,48.272
1,3,3,1,0,1,1,0,0,1,173.74
2,3,3,1,0,1,1,0,0,1,93.232
3,3,3,1,0,1,1,0,0,1,67.632
4,1,1,1,0,1,1,0,0,0,22.746
1,1,1,1,0,1,1,0,0,0,81.744
2,1,1,1,0,1,1,0,0,0,43.664
3,1,1,1,0,1,1,0,0,0,29.906
4,2,1,1,0,1,1,0,0,0,33.828
1,2,1,1,0,1,1,0,0,0,123.932
2,2,1,1,0,1,1,0,0,0,66.294
3,2,1,1,0,1,1,0,0,0,47.484
4,3,1,1,0,1,1,0,0,0,47.432
1,3,1,1,0,1,1,0,0,0,172.216
2,3,1,1,0,1,1,0,0,0,92.544
3,3,1,1,0,1,1,0,0,0,66.96
4,1,2,1,0,1,1,0,0,0,23.194
1,1,2,1,0,1,1,0,0,0,82.154
2,1,2,1,0,1,1,0,0,0,44.238
3,1,2,1,0,1,1,0,0,0,30.544
4,2,2,1,0,1,1,0,0,0,34.452
1,2,2,1,0,1,1,0,0,0,124.628
2,2,2,1,0,1,1,0,0,0,66.648
3,2,2,1,0,1,1,0,0,0,47.766
4,3,2,1,0,1,1,0,0,0,47.796
1,3,2,1,0,1,1,0,0,0,172.904
2,3,2,1,0,1,1,0,0,0,93.156
3,3,2,1,0,1,1,0,0,0,67.264
4,1,3,1,0,1,1,0,0,0,23.934
1,1,3,1,0,1,1,0,0,0,82.696
2,1,3,1,0,1,1,0,0,0,44.616
3,1,3,1,0,1,1,0,0,0,31.134
4,2,3,1,0,1,1,0,0,0,35.368
1,2,3,1,0,1,1,0,0,0,125.194
2,2,3,1,0,1,1,0,0,0,67.166
3,2,3,1,0,1,1,0,0,0,48.484
4,3,3,1,0,1,1,0,0,0,48.304
1,3,3,1,0,1,1,0,0,0,173.418
2,3,3,1,0,1,1,0,0,0,93.74
3,3,3,1,0,1,1,0,0,0,67.826
4,1,1,1,0,1,0,1,1,1,23.984
1,1,1,1,0,1,0,1,1,1,88.67
2,1,1,1,0,1,0,1,1,1,47.116
3,1,1,1,0,1,0,1,1,1,31.864
4,2,1,1,0,1,0,1,1,1,30.226
1,2,1,1,0,1,0,1,1,1,113.43
2,2,1,1,0,1,0,1,1,1,59.958
3,2,1,1,0,1,0,1,1,1,40.706
4,3,1,1,0,1,0,1,1,1,39.534
1,3,1,1,0,1,0,1,1,1,147.498
2,3,1,1,0,1,0,1,1,1,77.542
3,3,1,1,0,1,0,1,1,1,52.63
4,1,2,1,0,1,0,1,1,1,23.734
1,1,2,1,0,1,0,1,1,1,88.706
2,1,2,1,0,1,0,1,1,1,47.146
3,1,2,1,0,1,0,1,1,1,31.712
4,2,2,1,0,1,0,1,1,1,30.378
1,2,2,1,0,1,0,1,1,1,113.57
2,2,2,1,0,1,0,1,1,1,59.654
3,2,2,1,0,1,0,1,1,1,40.562
4,3,2,1,0,1,0,1,1,1,39.394
1,3,2,1,0,1,0,1,1,1,147.528
2,3,2,1,0,1,0,1,1,1,77.904
3,3,2,1,0,1,0,1,1,1,52.842
4,1,3,1,0,1,0,1,1,1,23.756
1,1,3,1,0,1,0,1,1,1,88.962
2,1,3,1,0,1,0,1,1,1,47.032
3,1,3,1,0,1,0,1,1,1,31.768
4,2,3,1,0,1,0,1,1,1,30.562
1,2,3,1,0,1,0,1,1,1,113.642
2,2,3,1,0,1,0,1,1,1,59.836
3,2,3,1,0,1,0,1,1,1,40.654
4,3,3,1,0,1,0,1,1,1,39.63
1,3,3,1,0,1,0,1,1,1,147.684
2,3,3,1,0,1,0,1,1,1,77.566
3,3,3,1,0,1,0,1,1,1,52.586
4,1,1,1,0,1,0,1,1,0,23.582
1,1,1,1,0,1,0,1,1,0,88.27
2,1,1,1,0,1,0,1,1,0,46.958
3,1,1,1,0,1,0,1,1,0,31.424
4,2,1,1,0,1,0,1,1,0,30.604
1,2,1,1,0,1,0,1,1,0,113.046
2,2,1,1,0,1,0,1,1,0,59.64
3,2,1,1,0,1,0,1,1,0,40.47
4,3,1,1,0,1,0,1,1,0,39.492
1,3,1,1,0,1,0,1,1,0,147.432
2,3,1,1,0,1,0,1,1,0,77.206
3,3,1,1,0,1,0,1,1,0,52.75
4,1,2,1,0,1,0,1,1,0,23.71
1,1,2,1,0,1,0,1,1,0,88.304
2,1,2,1,0,1,0,1,1,0,46.65
3,1,2,1,0,1,0,1,1,0,31.564
4,2,2,1,0,1,0,1,1,0,30.144
1,2,2,1,0,1,0,1,1,0,113.078
2,2,2,1,0,1,0,1,1,0,59.94
3,2,2,1,0,1,0,1,1,0,40.622
4,3,2,1,0,1,0,1,1,0,39.554
1,3,2,1,0,1,0,1,1,0,147.438
2,3,2,1,0,1,0,1,1,0,77.282
3,3,2,1,0,1,0,1,1,0,53.086
4,1,3,1,0,1,0,1,1,0,23.662
1,1,3,1,0,1,0,1,1,0,88.234
2,1,3,1,0,1,0,1,1,0,47.066
3,1,3,1,0,1,0,1,1,0,31.43
4,2,3,1,0,1,0,1,1,0,30.244
1,2,3,1,0,1,0,1,1,0,113.224
2,2,3,1,0,1,0,1,1,0,59.454
3,2,3,1,0,1,0,1,1,0,40.398
4,3,3,1,0,1,0,1,1,0,39.426
1,3,3,1,0,1,0,1,1,0,147.67
2,3,3,1,0,1,0,1,1,0,77.16
3,3,3,1,0,1,0,1,1,0,52.822
4,1,1,1,0,1,0,1,0,1,23.666
1,1,1,1,0,1,0,1,0,1,88.912
2,1,1,1,0,1,0,1,0,1,47.218
3,1,1,1,0,1,0,1,0,1,31.668
4,2,1,1,0,1,0,1,0,1,34.462
1,2,1,1,0,1,0,1,0,1,128.522
2,2,1,1,0,1,0,1,0,1,67.912
3,2,1,1,0,1,0,1,0,1,47.188
4,3,1,1,0,1,0,1,0,1,46.988
1,3,1,1,0,1,0,1,0,1,174.34
2,3,1,1,0,1,0,1,0,1,92.062
3,3,1,1,0,1,0,1,0,1,64.156
4,1,2,1,0,1,0,1,0,1,23.524
1,1,2,1,0,1,0,1,0,1,88.8
2,1,2,1,0,1,0,1,0,1,46.984
3,1,2,1,0,1,0,1,0,1,31.584
4,2,2,1,0,1,0,1,0,1,34.534
1,2,2,1,0,1,0,1,0,1,128.548
2,2,2,1,0,1,0,1,0,1,67.802
3,2,2,1,0,1,0,1,0,1,47.164
4,3,2,1,0,1,0,1,0,1,47.128
1,3,2,1,0,1,0,1,0,1,174.218
2,3,2,1,0,1,0,1,0,1,91.918
3,3,2,1,0,1,0,1,0,1,63.924
4,1,3,1,0,1,0,1,0,1,23.782
1,1,3,1,0,1,0,1,0,1,88.698
2,1,3,1,0,1,0,1,0,1,47.038
3,1,3,1,0,1,0,1,0,1,31.738
4,2,3,1,0,1,0,1,0,1,34.692
1,2,3,1,0,1,0,1,0,1,128.37
2,2,3,1,0,1,0,1,0,1,67.63
3,2,3,1,0,1,0,1,0,1,47.134
4,3,3,1,0,1,0,1,0,1,47.038
1,3,3,1,0,1,0,1,0,1,174.358
2,3,3,1,0,1,0,1,0,1,91.87
3,3,3,1,0,1,0,1,0,1,64.254
4,1,1,1,0,1,0,1,0,0,23.49
1,1,1,1,0,1,0,1,0,0,88.258
2,1,1,1,0,1,0,1,0,0,46.578
3,1,1,1,0,1,0,1,0,0,31.59
4,2,1,1,0,1,0,1,0,0,34.686
1,2,1,1,0,1,0,1,0,0,127.762
2,2,1,1,0,1,0,1,0,0,67.692
3,2,1,1,0,1,0,1,0,0,47.03
4,3,1,1,0,1,0,1,0,0,47.058
1,3,1,1,0,1,0,1,0,0,173.828
2,3,1,1,0,1,0,1,0,0,91.464
3,3,1,1,0,1,0,1,0,0,63.958
4,1,2,1,0,1,0,1,0,0,23.362
1,1,2,1,0,1,0,1,0,0,88.254
2,1,2,1,0,1,0,1,0,0,46.674
3,1,2,1,0,1,0,1,0,0,31.382
4,2,2,1,0,1,0,1,0,0,34.324
1,2,2,1,0,1,0,1,0,0,127.804
2,2,2,1,0,1,0,1,0,0,67.772
3,2,2,1,0,1,0,1,0,0,46.97
4,3,2,1,0,1,0,1,0,0,46.796
1,3,2,1,0,1,0,1,0,0,173.734
2,3,2,1,0,1,0,1,0,0,91.756
3,3,2,1,0,1,0,1,0,0,63.93
4,1,3,1,0,1,0,1,0,0,23.452
1,1,3,1,0,1,0,1,0,0,88.206
2,1,3,1,0,1,0,1,0,0,46.748
3,1,3,1,0,1,0,1,0,0,31.51
4,2,3,1,0,1,0,1,0,0,34.196
1,2,3,1,0,1,0,1,0,0,127.752
2,2,3,1,0,1,0,1,0,0,67.862
3,2,3,1,0,1,0,1,0,0,46.98
4,3,3,1,0,1,0,1,0,0,46.836
1,3,3,1,0,1,0,1,0,0,173.814
2,3,3,1,0,1,0,1,0,0,91.822
3,3,3,1,0,1,0,1,0,0,64.01
4,1,1,1,0,1,0,0,1,1,22.19
1,1,1,1,0,1,0,0,1,1,80.704
2,1,1,1,0,1,0,0,1,1,42.918
3,1,1,1,0,1,0,0,1,1,29.314
4,2,1,1,0,1,0,0,1,1,28.39
1,2,1,1,0,1,0,0,1,1,104.452
2,2,1,1,0,1,0,0,1,1,55.172
3,2,1,1,0,1,0,0,1,1,37.706
4,3,1,1,0,1,0,0,1,1,37.176
1,3,1,1,0,1,0,0,1,1,136.976
2,3,1,1,0,1,0,0,1,1,72.262
3,3,1,1,0,1,0,0,1,1,49.222
4,1,2,1,0,1,0,0,1,1,23.018
1,1,2,1,0,1,0,0,1,1,81.248
2,1,2,1,0,1,0,0,1,1,43.734
3,1,2,1,0,1,0,0,1,1,29.928
4,2,2,1,0,1,0,0,1,1,28.906
1,2,2,1,0,1,0,0,1,1,104.798
2,2,2,1,0,1,0,0,1,1,55.912
3,2,2,1,0,1,0,0,1,1,38.35
4,3,2,1,0,1,0,0,1,1,37.546
1,3,2,1,0,1,0,0,1,1,137.48
2,3,2,1,0,1,0,0,1,1,72.942
3,3,2,1,0,1,0,0,1,1,50.136
4,1,3,1,0,1,0,0,1,1,23.624
1,1,3,1,0,1,0,0,1,1,81.712
2,1,3,1,0,1,0,0,1,1,43.742
3,1,3,1,0,1,0,0,1,1,30.398
4,2,3,1,0,1,0,0,1,1,29.688
1,2,3,1,0,1,0,0,1,1,105.328
2,2,3,1,0,1,0,0,1,1,56.402
3,2,3,1,0,1,0,0,1,1,38.89
4,3,3,1,0,1,0,0,1,1,38.492
1,3,3,1,0,1,0,0,1,1,137.826
2,3,3,1,0,1,0,0,1,1,73.022
3,3,3,1,0,1,0,0,1,1,50.262
4,1,1,1,0,1,0,0,1,0,22.138
1,1,1,1,0,1,0,0,1,0,80.552
2,1,1,1,0,1,0,0,1,0,42.786
3,1,1,1,0,1,0,0,1,0,29.604
4,2,1,1,0,1,0,0,1,0,28.458
1,2,1,1,0,1,0,0,1,0,104.622
2,2,1,1,0,1,0,0,1,0,55.688
3,2,1,1,0,1,0,0,1,0,37.954
4,3,1,1,0,1,0,0,1,0,37.184
1,3,1,1,0,1,0,0,1,0,137.124
2,3,1,1,0,1,0,0,1,0,72.538
3,3,1,1,0,1,0,0,1,0,49.61
4,1,2,1,0,1,0,0,1,0,23.096
1,1,2,1,0,1,0,0,1,0,81.262
2,1,2,1,0,1,0,0,1,0,43.598
3,1,2,1,0,1,0,0,1,0,30.136
4,2,2,1,0,1,0,0,1,0,29.368
1,2,2,1,0,1,0,0,1,0,105.038
2,2,2,1,0,1,0,0,1,0,56.444
3,2,2,1,0,1,0,0,1,0,38.666
4,3,2,1,0,1,0,0,1,0,37.932
1,3,2,1,0,1,0,0,1,0,137.83
2,3,2,1,0,1,0,0,1,0,73.102
3,3,2,1,0,1,0,0,1,0,50.354
4,1,3,1,0,1,0,0,1,0,23.552
1,1,3,1,0,1,0,0,1,0,81.73
2,1,3,1,0,1,0,0,1,0,44.036
3,1,3,1,0,1,0,0,1,0,30.732
4,2,3,1,0,1,0,0,1,0,29.81
1,2,3,1,0,1,0,0,1,0,105.498
2,2,3,1,0,1,0,0,1,0,56.504
3,2,3,1,0,1,0,0,1,0,39.258
4,3,3,1,0,1,0,0,1,0,38.576
1,3,3,1,0,1,0,0,1,0,138.184
2,3,3,1,0,1,0,0,1,0,73.68
3,3,3,1,0,1,0,0,1,0,50.638
4,1,1,1,0,1,0,0,0,1,22.172
1,1,1,1,0,1,0,0,0,1,80.612
2,1,1,1,0,1,0,0,0,1,42.772
3,1,1,1,0,1,0,0,0,1,29.23
4,2,1,1,0,1,0,0,0,1,31.624
1,2,1,1,0,1,0,0,0,1,116.648
2,2,1,1,0,1,0,0,0,1,61.942
3,2,1,1,0,1,0,0,0,1,42.802
4,3,1,1,0,1,0,0,0,1,42.946
1,3,1,1,0,1,0,0,0,1,157.904
2,3,1,1,0,1,0,0,0,1,83.504
3,3,1,1,0,1,0,0,0,1,58.34
4,1,2,1,0,1,0,0,0,1,23.106
1,1,2,1,0,1,0,0,0,1,81.4
2,1,2,1,0,1,0,0,0,1,43.58
3,1,2,1,0,1,0,0,0,1,29.96
4,2,2,1,0,1,0,0,0,1,32.476
1,2,2,1,0,1,0,0,0,1,116.844
2,2,2,1,0,1,0,0,0,1,62.614
3,2,2,1,0,1,0,0,0,1,43.294
4,3,2,1,0,1,0,0,0,1,43.546
1,3,2,1,0,1,0,0,0,1,158.464
2,3,2,1,0,1,0,0,0,1,84.226
3,3,2,1,0,1,0,0,0,1,58.692
4,1,3,1,0,1,0,0,0,1,23.586
1,1,3,1,0,1,0,0,0,1,81.778
2,1,3,1,0,1,0,0,0,1,43.918
3,1,3,1,0,1,0,0,0,1,30.438
4,2,3,1,0,1,0,0,0,1,33.26
1,2,3,1,0,1,0,0,0,1,117.372
2,2,3,1,0,1,0,0,0,1,62.79
3,2,3,1,0,1,0,0,0,1,43.754
4,3,3,1,0,1,0,0,0,1,44.148
1,3,3,1,0,1,0,0,0,1,158.828
2,3,3,1,0,1,0,0,0,1,84.43
3,3,3,1,0,1,0,0,0,1,59.11
4,1,1,1,0,1,0,0,0,0,22.142
1,1,1,1,0,1,0,0,0,0,80.57
2,1,1,1,0,1,0,0,0,0,42.878
3,1,1,1,0,1,0,0,0,0,29.586
4,2,1,1,0,1,0,0,0,0,31.868
1,2,1,1,0,1,0,0,0,0,116.326
2,2,1,1,0,1,0,0,0,0,61.738
3,2,1,1,0,1,0,0,0,0,43.066
4,3,1,1,0,1,0,0,0,0,43.144
1,3,1,1,0,1,0,0,0,0,158.204
2,3,1,1,0,1,0,0,0,0,83.836
3,3,1,1,0,1,0,0,0,0,58.186
4,1,2,1,0,1,0,0,0,0,23.2
1,1,2,1,0,1,0,0,0,0,81.362
2,1,2,1,0,1,0,0,0,0,43.66
3,1,2,1,0,1,0,0,0,0,30.262
4,2,2,1,0,1,0,0,0,0,32.518
1,2,2,1,0,1,0,0,0,0,116.96
2,2,2,1,0,1,0,0,0,0,62.452
3,2,2,1,0,1,0,0,0,0,43.802
4,3,2,1,0,1,0,0,0,0,43.734
1,3,2,1,0,1,0,0,0,0,158.85
2,3,2,1,0,1,0,0,0,0,84.418
3,3,2,1,0,1,0,0,0,0,59.02
4,1,3,1,0,1,0,0,0,0,23.6
1,1,3,1,0,1,0,0,0,0,81.782
2,1,3,1,0,1,0,0,0,0,44.192
3,1,3,1,0,1,0,0,0,0,30.83
4,2,3,1,0,1,0,0,0,0,33.514
1,2,3,1,0,1,0,0,0,0,117.536
2,2,3,1,0,1,0,0,0,0,62.782
3,2,3,1,0,1,0,0,0,0,44.274
4,3,3,1,0,1,0,0,0,0,44.554
1,3,3,1,0,1,0,0,0,0,159.34
2,3,3,1,0,1,0,0,0,0,84.892
3,3,3,1,0,1,0,0,0,0,59.082
4,1,1,1,0,0,1,1,1,1,23.83
1,1,1,1,0,0,1,1,1,1,89.314
2,1,1,1,0,0,1,1,1,1,47.2
3,1,1,1,0,0,1,1,1,1,32.156
4,2,1,1,0,0,1,1,1,1,32.044
1,2,1,1,0,0,1,1,1,1,119.39
2,2,1,1,0,0,1,1,1,1,63.256
3,2,1,1,0,0,1,1,1,1,44.01
4,3,1,1,0,0,1,1,1,1,43.034
