ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,performance
0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,72266.6
0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,71259.0
0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,72632.0
0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,76576.8
0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,78053.4
0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,79071.6
0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,79423.0
0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,72095.8
0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,73607.2
0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,78854.6
0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,80425.6
0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,72862.2
0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,79729.4
0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,74423.2
0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,81196.6
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,64373.0
0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,64408.2
0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,66322.0
0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,68080.4
0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,67314.8
0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,67354.0
0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,68698.8
0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,69498.8
0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,67131.4
0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,68725.0
0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,68525.4
0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,70044.8
0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,67705.0
0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,69316.2
0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,69192.0
0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,70862.8
0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,67720.4
0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,67162.6
0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,69129.6
0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,70181.6
0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,70201.0
0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,70586.8
0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,71555.8
0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,71990.6
0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,69535.8
0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,71736.4
0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,71416.6
0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,72942.6
0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,70905.4
0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,72214.2
0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,72439.0
0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,73692.2
0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,66478.2
0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,66612.2
0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,68236.2
0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,69865.0
0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,69297.8
0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,69863.4
0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,70673.0
0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,71514.8
0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,69565.4
0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,69635.2
0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,71986.8
0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,72991.2
0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,71164.0
0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,72710.6
0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,72599.2
0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,74189.8
0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,69216.0
0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,70414.8
0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,69684.0
0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,70531.4
0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,72063.6
0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,72384.2
0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,73562.2
0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,73858.8
0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,70424.4
0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,71964.2
0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,72777.0
0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,74075.6
0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,71216.8
0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,74060.6
0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,72916.2
0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,75603.2
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,71021.8
0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,71200.2
0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,72760.2
0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,74610.8
0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,73891.8
0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,74584.2
0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,75318.8
0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,76181.0
0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,73765.2
0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,75514.2
0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,75298.0
0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,76785.8
0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,74394.4
0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,75986.0
0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,75963.6
0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,77002.8
0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,73449.2
0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,73198.6
0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,74272.0
0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,76497.4
0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,75955.2
0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,76333.6
0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,77439.4
0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,78049.4
0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,75849.6
0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,77377.8
0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,77446.6
0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,78788.8
0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,76646.8
0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,78031.6
0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,78087.2
0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,79789.2
0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,74039.0
0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,74317.8
0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,75830.4
0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,77276.8
0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,75603.6
0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,76533.4
0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,78244.4
0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,78951.6
0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,75652.6
0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,76219.4
0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,77971.6
0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,79967.0
0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,77610.0
0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,79243.4
0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,78341.4
0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,80941.4
0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,76643.4
0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,78226.8
0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,77284.4
0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,78639.2
0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,77416.4
0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,78508.6
0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,80241.8
0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,79736.2
0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,78238.4
0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,79621.6
0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,79399.6
0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,81601.8
0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,78979.6
0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,80929.6
0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,80505.8
0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,82573.6
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,63113.4
0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,63181.6
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,65318.6
0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,66858.8
0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,66231.4
0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,66314.2
0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,67070.4
0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,68296.8
0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,66056.2
0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,67718.4
0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,67288.0
0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,68780.6
0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,66590.4
0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,68148.4
0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,68012.4
0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,69629.6
0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,66572.2
0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,66640.2
0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,68207.6
0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,69609.2
0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,68155.0
0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,69417.6
0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,70384.8
0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,70310.6
0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,68422.4
0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,70505.4
0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,69808.6
0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,71892.6
0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,69598.0
0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,70350.0
0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,71184.8
0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,71980.0
0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,69322.4
0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,69919.2
0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,71833.0
0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,72481.8
0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,72125.6
0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,73439.8
0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,74265.2
0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,75054.0
0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,73070.8
0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,73124.0
0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,75542.6
0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,77146.8
0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,74560.8
0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,76265.6
0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,76217.6
0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,77872.8
0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,72629.6
0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,74258.8
0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,73283.6
0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,74766.6
0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,75583.6
0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,76106.2
0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,77088.0
0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,77615.6
0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,74111.4
0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,75716.0
0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,76369.6
0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,78463.6
0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,74883.4
0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,77728.4
0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,75852.6
0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,79276.0
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,64391.2
0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,64467.2
0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,66540.4
0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,68002.0
0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,67401.2
0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,68060.6
0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,68885.8
0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,69644.0
0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,67187.8
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,68872.6
0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,67930.6
0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,70126.4
0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,67728.6
0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,69478.2
0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,68661.4
0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,70923.8
0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,71089.8
0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,70513.0
0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,72970.0
0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,74645.0
0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,73827.0
0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,74502.8
0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,75493.4
0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,75928.4
0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,73841.6
0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,75391.8
0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,75451.0
0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,76922.2
0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,74610.0
0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,76237.4
0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,76338.2
0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,77704.8
0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,67789.4
0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,67869.8
0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,69285.2
0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,70849.2
0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,70208.8
0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,70908.8
0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,71786.0
0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,72457.4
0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,74268.0
0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,74388.0
0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,76080.0
0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,78270.2
0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,75854.0
0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,76552.6
0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,77405.6
0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,78452.2
0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,70171.4
0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,71758.8
0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,70662.2
0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,72048.2
0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,76747.0
0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,77253.4
0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,77692.2
0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,78774.8
0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,70842.0
0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,73063.4
0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,77552.8
0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,79749.0
0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,71651.8
0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,78026.4
0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,73863.0
0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,79801.4
0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,65283.0
0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,65259.4
0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,67171.8
0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,68730.0
0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,67994.2
0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,68756.0
0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,69529.6
0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,70134.2
0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,67976.4
0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,69407.2
0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,69196.6
0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,70907.6
0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,68490.2
0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,70070.0
0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,69381.2
0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,71756.2
0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,68306.2
0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,67873.0
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,69981.4
0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,71482.4
0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,70847.2
0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,70765.0
0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,72339.8
0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,72730.0
0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,70851.4
0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,72391.2
0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,72182.8
0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,73613.8
0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,71622.0
0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,72960.6
0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,72969.0
0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,74462.4
0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,66598.2
0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,66549.2
0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,67659.2
0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,70014.8
0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,69190.4
0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,69948.4
0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,69987.6
0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,71598.8
0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,69092.2
0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,69584.8
0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,72216.0
0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,73582.8
0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,71113.8
0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,72843.2
0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,72731.0
0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,74240.0
0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,69166.4
0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,70683.0
0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,69713.6
0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,71222.0
0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,71423.6
0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,72447.0
0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,72766.4
0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,74033.4
0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,70571.2
0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,71900.2
0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,72412.8
0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,74118.8
0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,71482.8
0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,74186.2
0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,72891.0
0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,74864.2
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,72243.8
0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,72143.6
0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,73769.4
0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,75399.0
0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,73896.6
0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,74807.0
0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,76264.2
0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,76928.0
0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,74716.0
0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,76250.6
0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,76127.2
0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,77732.8
0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,74631.4
0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,76907.4
0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,76004.4
0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,78546.8
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,73353.8
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,72803.4
0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,74954.4
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,76682.4
0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,75966.8
0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,76376.4
0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,77576.8
0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,77959.8
0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,75918.0
0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,77402.8
0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,76537.2
0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,78857.6
0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,75983.2
0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,78223.8
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,77474.0
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,79785.8
0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,74934.4
0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,75201.2
0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,76650.6
0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,77276.4
0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,77437.0
0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,77269.6
0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,79182.0
0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,79732.0
